     stp,     trn_a,     trn_l, time_send, time_recv, time_calc, time_eval,     grd_n,        cr
   16647,0.95312500,    0.1710,   0.02800,   0.05900,   0.25015,   0.01100,    6.9080,0.01000000
   16648,0.93750000,    0.2688,   0.03500,   0.05700,   0.29000,   0.01200,    7.3666,0.01000000
   16649,0.98437500,    0.0760,   0.03106,   0.04200,   0.25900,   0.01256,    7.3397,0.01000000
   16650,0.92187500,    0.1624,   0.03700,   0.06000,   0.27300,   0.01300,    6.8636,0.01000000
   16651,0.92187500,    0.2381,   0.03400,   0.04200,   0.25400,   0.01200,    7.6049,0.01000000
   16652,0.92187500,    0.1859,   0.03700,   0.05800,   0.26159,   0.01300,    7.7184,0.01000000
   16653,0.92187500,    0.1564,   0.03100,   0.04000,   0.26400,   0.01200,    7.4718,0.01000000
   16654,0.92187500,    0.2189,   0.03400,   0.05900,   0.25900,   0.01200,    7.6450,0.01000000
   16655,0.95312500,    0.1608,   0.03100,   0.06500,   0.24754,   0.01200,    8.1266,0.01000000
   16656,0.93750000,    0.1685,   0.03100,   0.06200,   0.27100,   0.01200,    7.2469,0.01000000
   16657,0.93750000,    0.2080,   0.03363,   0.05900,   0.26455,   0.01103,    7.7859,0.01000000
   16658,0.98437500,    0.0912,   0.03400,   0.05971,   0.27400,   0.01300,    7.4574,0.01000000
   16659,0.96875000,    0.1035,   0.03100,   0.04500,   0.25100,   0.01100,    7.7484,0.01000000
   16660,0.93750000,    0.2488,   0.03600,   0.06800,   0.26009,   0.01300,    7.5720,0.01000000
   16661,0.93750000,    0.1820,   0.03400,   0.05900,   0.25400,   0.01200,    7.7262,0.01000000
   16662,0.92187500,    0.2009,   0.03300,   0.06300,   0.27700,   0.01200,    6.9116,0.01000000
   16663,0.89062500,    0.2734,   0.03602,   0.06318,   0.27442,   0.01301,    7.3894,0.01000000
   16664,0.92187500,    0.2494,   0.03300,   0.04506,   0.24730,   0.01200,    7.2211,0.01000000
   16665,0.98437500,    0.0888,   0.03200,   0.06000,   0.26907,   0.01200,    7.1571,0.01000000
   16666,0.98437500,    0.0916,   0.03500,   0.06100,   0.27700,   0.01200,    6.9831,0.01000000
   16667,0.93750000,    0.1921,   0.03100,   0.04400,   0.23500,   0.01100,    8.0123,0.01000000
   16668,0.93750000,    0.1171,   0.03301,   0.05900,   0.27613,   0.01200,    7.6109,0.01000000
   16669,0.90625000,    0.2698,   0.03100,   0.05200,   0.26000,   0.01100,    7.6743,0.01000000
   16670,0.95312500,    0.1367,   0.03100,   0.05900,   0.23900,   0.01100,    7.5876,0.01000000
   16671,0.89062500,    0.2573,   0.03300,   0.06159,   0.25700,   0.01200,    7.4159,0.01000000
   16672,0.90625000,    0.2261,   0.03600,   0.06500,   0.26300,   0.01300,    7.0484,0.01000000
   16673,0.96875000,    0.1353,   0.03600,   0.04900,   0.27234,   0.01300,    7.6539,0.01000000
   16674,0.98437500,    0.0839,   0.02800,   0.04800,   0.25800,   0.01100,    7.8733,0.01000000
   16675,0.96875000,    0.1677,   0.03000,   0.06500,   0.27000,   0.01000,    6.9272,0.01000000
   16676,0.93750000,    0.2081,   0.02700,   0.06600,   0.24311,   0.01100,    7.4815,0.01000000
   16677,0.98437500,    0.0924,   0.02900,   0.06400,   0.25700,   0.01000,    7.4724,0.01000000
   16678,1.00000000,    0.0620,   0.03200,   0.06000,   0.25100,   0.01300,    7.3372,0.01000000
   16679,0.95312500,    0.1699,   0.03400,   0.06569,   0.27100,   0.01100,    7.1463,0.01000000
   16680,0.93750000,    0.1899,   0.02900,   0.06500,   0.26200,   0.01100,    7.5756,0.01000000
   16681,0.98437500,    0.0880,   0.03100,   0.06600,   0.27813,   0.01300,    7.2790,0.01000000
   16682,0.95312500,    0.1603,   0.03700,   0.04999,   0.26800,   0.01300,    7.1886,0.01000000
   16683,0.93750000,    0.1738,   0.02700,   0.04700,   0.24900,   0.01000,    7.3776,0.01000000
   16684,0.93750000,    0.1766,   0.07600,   0.07000,   0.28511,   0.01200,    6.7597,0.01000000
   16685,0.95312500,    0.1211,   0.04000,   0.07600,   0.23900,   0.01000,    6.3149,0.01000000
   16686,0.93750000,    0.1568,   0.05200,   0.07600,   0.23217,   0.00600,    8.0464,0.01000000
   16687,1.00000000,    0.0363,   0.04600,   0.07800,   0.22700,   0.00500,    6.7880,0.01000000
   16688,0.98437500,    0.1131,   0.03800,   0.07600,   0.23300,   0.01200,    6.9896,0.01000000
   16689,0.93750000,    0.1614,   0.04800,   0.07800,   0.23377,   0.00600,    6.8793,0.01000000
   16690,0.95312500,    0.2035,   0.05300,   0.07800,   0.23100,   0.00800,    7.1409,0.01000000
   16691,0.90625000,    0.2791,   0.04300,   0.07300,   0.22900,   0.00900,    7.1309,0.01000000
   16692,0.98437500,    0.0755,   0.04100,   0.07613,   0.22774,   0.01000,    7.1621,0.01000000
   16693,0.95312500,    0.1407,   0.03500,   0.07700,   0.23000,   0.01100,    6.9775,0.01000000
   16694,0.95312500,    0.1785,   0.05399,   0.07899,   0.22912,   0.00907,    7.2866,0.01000000
   16695,0.95312500,    0.1632,   0.04000,   0.07898,   0.22601,   0.01100,    7.0074,0.01000000
   16696,0.96875000,    0.0938,   0.04900,   0.07700,   0.24000,   0.00500,    6.8336,0.01000000
   16697,0.96875000,    0.0983,   0.04100,   0.07600,   0.23413,   0.00900,    7.0602,0.01000000
   16698,0.90625000,    0.1472,   0.05500,   0.08200,   0.23900,   0.01100,    6.7508,0.01000000
   16699,0.96875000,    0.0816,   0.06358,   0.07499,   0.24200,   0.01200,    6.4249,0.01000000
   16700,0.93750000,    0.1825,   0.05099,   0.08206,   0.22359,   0.00899,    7.0669,0.01000000
   16701,0.93750000,    0.1359,   0.05907,   0.08106,   0.22504,   0.01100,    7.1430,0.01000000
   16702,0.93750000,    0.1632,   0.03100,   0.07925,   0.25202,   0.01100,    6.9140,0.01000000
   16703,0.92187500,    0.1956,   0.07000,   0.08100,   0.22000,   0.01100,    7.3023,0.01000000
   16704,0.93750000,    0.1824,   0.02100,   0.08900,   0.23400,   0.00800,    7.3889,0.01000000
   16705,0.98437500,    0.0894,   0.06700,   0.06652,   0.22500,   0.01100,    7.0084,0.01000000
   16706,0.96875000,    0.1291,   0.04900,   0.07900,   0.21400,   0.01100,    6.9065,0.01000000
   16707,0.92187500,    0.1833,   0.02400,   0.08200,   0.23200,   0.00901,    7.4303,0.01000000
   16708,0.93750000,    0.1864,   0.02200,   0.08100,   0.24100,   0.00700,    6.7381,0.01000000
   16709,0.90625000,    0.1997,   0.03000,   0.07600,   0.22611,   0.01100,    7.3664,0.01000000
   16710,0.89062500,    0.2384,   0.05400,   0.08000,   0.21601,   0.01100,    7.0573,0.01000000
   16711,0.93750000,    0.2703,   0.02700,   0.08900,   0.22900,   0.00900,    7.7007,0.01000000
   16712,0.96875000,    0.1231,   0.04700,   0.08200,   0.22800,   0.00600,    7.8770,0.01000000
   16713,0.89062500,    0.2455,   0.03600,   0.08499,   0.22200,   0.01100,    7.8646,0.01000000
   16714,0.95312500,    0.1985,   0.05900,   0.08100,   0.23100,   0.01100,    7.3843,0.01000000
   16715,0.87500000,    0.3238,   0.06111,   0.07200,   0.21300,   0.01200,    7.3378,0.01000000
   16716,0.95312500,    0.1821,   0.04057,   0.07682,   0.23031,   0.01002,    7.8202,0.01000000
   16717,0.93750000,    0.1698,   0.03505,   0.07801,   0.23451,   0.01203,    7.4041,0.01000000
   16718,0.92187500,    0.1402,   0.05357,   0.07810,   0.23244,   0.00700,    7.6577,0.01000000
   16719,0.93750000,    0.1966,   0.05145,   0.07757,   0.23481,   0.01204,    7.6415,0.01000000
   16720,0.95312500,    0.1759,   0.05206,   0.07559,   0.23421,   0.00801,    7.2478,0.01000000
   16721,0.87500000,    0.3043,   0.04911,   0.07705,   0.23752,   0.01102,    7.5637,0.01000000
   16722,0.98437500,    0.0537,   0.04944,   0.07812,   0.24301,   0.00503,    6.9641,0.01000000
   16723,0.90625000,    0.3290,   0.06495,   0.07686,   0.21720,   0.01151,    7.9444,0.01000000
   16724,0.93750000,    0.3239,   0.05366,   0.07710,   0.23706,   0.00988,    7.8233,0.01000000
   16725,0.96875000,    0.1012,   0.05097,   0.07789,   0.23490,   0.00700,    7.8624,0.01000000
   16726,0.95312500,    0.1972,   0.05606,   0.07751,   0.22393,   0.01098,    8.1686,0.01000000
   16727,0.98437500,    0.0518,   0.05107,   0.07711,   0.23659,   0.00500,    7.1952,0.01000000
   16728,0.95312500,    0.1444,   0.05205,   0.08022,   0.23009,   0.00452,    7.3144,0.01000000
   16729,0.95312500,    0.2536,   0.04211,   0.07504,   0.21882,   0.01000,    7.4291,0.01000000
   16730,0.93750000,    0.1373,   0.05917,   0.07845,   0.24173,   0.01102,    7.9317,0.01000000
   16731,0.95312500,    0.2580,   0.05212,   0.07805,   0.23753,   0.00600,    6.4763,0.01000000
   16732,0.98437500,    0.0656,   0.04854,   0.07659,   0.22241,   0.01000,    7.7204,0.01000000
   16733,0.92187500,    0.1798,   0.05104,   0.07804,   0.23554,   0.01201,    7.8864,0.01000000
   16734,0.95312500,    0.0972,   0.05760,   0.08407,   0.23639,   0.01201,    7.2186,0.01000000
   16735,0.85937500,    0.2844,   0.02804,   0.08574,   0.22664,   0.00951,    7.4046,0.01000000
   16736,0.92187500,    0.2425,   0.02507,   0.08056,   0.23398,   0.00551,    7.3995,0.01000000
   16737,0.96875000,    0.0844,   0.04203,   0.08816,   0.23024,   0.00904,    7.3554,0.01000000
   16738,0.95312500,    0.1334,   0.04006,   0.08056,   0.23008,   0.01001,    7.4409,0.01000000
   16739,0.96875000,    0.1729,   0.03851,   0.08069,   0.21935,   0.01052,    7.7878,0.01000000
   16740,0.95312500,    0.2100,   0.02101,   0.08063,   0.23944,   0.00901,    7.6804,0.01000000
   16741,0.93750000,    0.1945,   0.04707,   0.06715,   0.23452,   0.00802,    7.4887,0.01000000
   16742,0.90625000,    0.3472,   0.02209,   0.07929,   0.23168,   0.00804,    7.3884,0.01000000
   16743,0.93750000,    0.1226,   0.02001,   0.07991,   0.22727,   0.00800,    7.2165,0.01000000
   16744,0.90625000,    0.3031,   0.06407,   0.06606,   0.22895,   0.01097,    8.0452,0.01000000
   16745,0.89062500,    0.2583,   0.03227,   0.07905,   0.23401,   0.00500,    7.7723,0.01000000
   16746,0.96875000,    0.1172,   0.05405,   0.07388,   0.22100,   0.01201,    7.5789,0.01000000
   16747,0.92187500,    0.1630,   0.05130,   0.07600,   0.22911,   0.01202,    8.1623,0.01000000
   16748,0.96875000,    0.1124,   0.02659,   0.08097,   0.23271,   0.01102,    7.4540,0.01000000
   16749,0.98437500,    0.0832,   0.04965,   0.07713,   0.22148,   0.01102,    7.4929,0.01000000
   16750,0.96875000,    0.0966,   0.04708,   0.07705,   0.23853,   0.00752,    7.4563,0.01000000
   16751,0.92187500,    0.2236,   0.03602,   0.09162,   0.24882,   0.01000,    7.3390,0.01000000
   16752,0.93750000,    0.2388,   0.05251,   0.07710,   0.23880,   0.00703,    7.9797,0.01000000
   16753,0.96875000,    0.1158,   0.03918,   0.07917,   0.22716,   0.01200,    8.1634,0.01000000
   16754,0.96875000,    0.1103,   0.03102,   0.07612,   0.24781,   0.01151,    7.0867,0.01000000
   16755,0.95312500,    0.1076,   0.05156,   0.07419,   0.22446,   0.01199,    7.7644,0.01000000
   16756,0.93750000,    0.1730,   0.05198,   0.07860,   0.23557,   0.01201,    7.5433,0.01000000
   16757,0.90625000,    0.2089,   0.06105,   0.07567,   0.22458,   0.01104,    7.6012,0.01000000
   16758,0.96875000,    0.1782,   0.05997,   0.07878,   0.21615,   0.01201,    7.6748,0.01000000
   16759,1.00000000,    0.0673,   0.04901,   0.07701,   0.24892,   0.00500,    7.4095,0.01000000
   16760,0.95312500,    0.1261,   0.05000,   0.07799,   0.23428,   0.01200,    7.6699,0.01000000
   16761,0.96875000,    0.1384,   0.05900,   0.08099,   0.22630,   0.01200,    7.4075,0.01000000
   16762,0.93750000,    0.1320,   0.06400,   0.07100,   0.22501,   0.01199,    7.7551,0.01000000
   16763,0.96875000,    0.0865,   0.05200,   0.08702,   0.23593,   0.01100,    7.2062,0.01000000
   16764,0.92187500,    0.1653,   0.06000,   0.08200,   0.21800,   0.01100,    7.5429,0.01000000
   16765,0.95312500,    0.1528,   0.06900,   0.08199,   0.22103,   0.01100,    7.7171,0.01000000
   16766,0.95312500,    0.1668,   0.04600,   0.08099,   0.22700,   0.00700,    7.4546,0.01000000
   16767,1.00000000,    0.0511,   0.04800,   0.08300,   0.23200,   0.01200,    6.5007,0.01000000
   16768,0.95312500,    0.1355,   0.05399,   0.08399,   0.23300,   0.01201,    7.0156,0.01000000
   16769,0.89062500,    0.2164,   0.02700,   0.08600,   0.23200,   0.00900,    7.0010,0.01000000
   16770,0.93750000,    0.2227,   0.05800,   0.07900,   0.22000,   0.01200,    7.4028,0.01000000
   16771,0.92187500,    0.3132,   0.03400,   0.08500,   0.22100,   0.01100,    7.5932,0.01000000
   16772,0.95312500,    0.1269,   0.02800,   0.05000,   0.25700,   0.01300,    7.4921,0.01000000
   16773,0.92187500,    0.1884,   0.02700,   0.05800,   0.25606,   0.01100,    7.5351,0.01000000
   16774,1.00000000,    0.0665,   0.02800,   0.06900,   0.25400,   0.01000,    7.7596,0.01000000
   16775,0.92187500,    0.1897,   0.03400,   0.06100,   0.28299,   0.01200,    7.1354,0.01000000
   16776,0.96875000,    0.1000,   0.03800,   0.04900,   0.27404,   0.01300,    7.7740,0.01000000
   16777,0.95312500,    0.1406,   0.03200,   0.05300,   0.28000,   0.01200,    7.1447,0.01000000
   16778,0.96875000,    0.0679,   0.02201,   0.04200,   0.26800,   0.01100,    7.3037,0.01000000
   16779,0.84375000,    0.3645,   0.03400,   0.06001,   0.24400,   0.01200,    7.3246,0.01000000
   16780,0.85937500,    0.2970,   0.03300,   0.06000,   0.24299,   0.01200,    7.9196,0.01000000
   16781,0.93750000,    0.1766,   0.03200,   0.06100,   0.26603,   0.01100,    7.2006,0.01000000
   16782,0.95312500,    0.1727,   0.03800,   0.06600,   0.27600,   0.01300,    7.4554,0.01000000
   16783,0.92187500,    0.1923,   0.03400,   0.04800,   0.27100,   0.01300,    7.4225,0.01000000
   16784,0.96875000,    0.0921,   0.03300,   0.04400,   0.26989,   0.01200,    7.2552,0.01000000
   16785,0.96875000,    0.1661,   0.03500,   0.05400,   0.27700,   0.01300,    7.0400,0.01000000
   16786,0.96875000,    0.1529,   0.03204,   0.05100,   0.25801,   0.01200,    7.5507,0.01000000
   16787,0.89062500,    0.2997,   0.03200,   0.06200,   0.26500,   0.01200,    7.4078,0.01000000
   16788,0.96875000,    0.1015,   0.03700,   0.06000,   0.27800,   0.01200,    7.6796,0.01000000
   16789,0.96875000,    0.1182,   0.03300,   0.04500,   0.25995,   0.01200,    6.7810,0.01000000
   16790,0.95312500,    0.2045,   0.03200,   0.06000,   0.27300,   0.01300,    7.1199,0.01000000
   16791,0.98437500,    0.0819,   0.03300,   0.05700,   0.27800,   0.01300,    7.2014,0.01000000
   16792,0.93750000,    0.1800,   0.03500,   0.04702,   0.27300,   0.01200,    7.4548,0.01000000
   16793,0.93750000,    0.2372,   0.03400,   0.04801,   0.27199,   0.01300,    6.8388,0.01000000
   16794,0.95312500,    0.1034,   0.03100,   0.04800,   0.28500,   0.01200,    7.1189,0.01000000
   16795,0.87500000,    0.2312,   0.03400,   0.05500,   0.26300,   0.01100,    7.1840,0.01000000
   16796,0.98437500,    0.0540,   0.02600,   0.06200,   0.25600,   0.01100,    6.9272,0.01000000
   16797,0.93750000,    0.1773,   0.02500,   0.06100,   0.26251,   0.00900,    7.2463,0.01000000
   16798,0.96875000,    0.1425,   0.02700,   0.06000,   0.24000,   0.01000,    7.0440,0.01000000
   16799,0.92187500,    0.1763,   0.03001,   0.06201,   0.25798,   0.01000,    7.6869,0.01000000
   16800,0.98437500,    0.0860,   0.03700,   0.05902,   0.28500,   0.01300,    7.0959,0.01000000
   16801,0.95312500,    0.1000,   0.03000,   0.05200,   0.22900,   0.01100,    7.4303,0.01000000
   16802,0.92187500,    0.2532,   0.03800,   0.06000,   0.25001,   0.01300,    7.4624,0.01000000
   16803,0.90625000,    0.2691,   0.03700,   0.05700,   0.27200,   0.01300,    7.8259,0.01000000
   16804,0.95312500,    0.0707,   0.03300,   0.05000,   0.26100,   0.01000,    7.3190,0.01000000
   16805,0.93750000,    0.2024,   0.03704,   0.05200,   0.25387,   0.01300,    7.5619,0.01000000
   16806,0.96875000,    0.1338,   0.03928,   0.04206,   0.25168,   0.01300,    7.6151,0.01000000
   16807,0.95312500,    0.1206,   0.03402,   0.05905,   0.28606,   0.01252,    7.8398,0.01000000
   16808,0.90625000,    0.2055,   0.03100,   0.04800,   0.26100,   0.01400,    7.6396,0.01000000
   16809,0.96875000,    0.1328,   0.03700,   0.06600,   0.26700,   0.01300,    6.4960,0.01000000
   16810,0.89062500,    0.2926,   0.03700,   0.06200,   0.26801,   0.01300,    7.4242,0.01000000
   16811,0.95312500,    0.1339,   0.03700,   0.04500,   0.27100,   0.01300,    7.4633,0.01000000
   16812,0.98437500,    0.1250,   0.03500,   0.04800,   0.27900,   0.01200,    7.5088,0.01000000
   16813,0.90000000,    0.2587,   4.95803,   0.05001,   0.12700,   0.00503,    7.4080,0.01000000
   16814,0.95312500,    0.1383,   0.04658,   0.04052,   0.22559,   0.00901,    8.6158,0.01000000
   16815,0.93750000,    0.2048,   0.02403,   0.07974,   0.22315,   0.00799,    7.4316,0.01000000
   16816,0.96875000,    0.1167,   0.02761,   0.07990,   0.23104,   0.00761,    7.9690,0.01000000
   16817,0.90625000,    0.2213,   0.03759,   0.07456,   0.24065,   0.01206,    7.4184,0.01000000
   16818,0.89062500,    0.2180,   0.05357,   0.07829,   0.22325,   0.00894,    7.5622,0.01000000
   16819,0.95312500,    0.1684,   0.05466,   0.07690,   0.23178,   0.00699,    7.4759,0.01000000
   16820,0.93750000,    0.1829,   0.05305,   0.07302,   0.24033,   0.00753,    6.9918,0.01000000
   16821,0.98437500,    0.0821,   0.04159,   0.07614,   0.23695,   0.01107,    7.6771,0.01000000
   16822,0.89062500,    0.2111,   0.03455,   0.07533,   0.23111,   0.01204,    7.3478,0.01000000
   16823,0.96875000,    0.0987,   0.04954,   0.07605,   0.23492,   0.00601,    7.4627,0.01000000
   16824,0.95312500,    0.1472,   0.03952,   0.07702,   0.22558,   0.01000,    7.1523,0.01000000
   16825,0.92187500,    0.1715,   0.05304,   0.07381,   0.22895,   0.00800,    7.5462,0.01000000
   16826,0.96875000,    0.0835,   0.05763,   0.07772,   0.23368,   0.00700,    7.9719,0.01000000
   16827,0.95312500,    0.1928,   0.04791,   0.07593,   0.22811,   0.00500,    7.1236,0.01000000
   16828,0.96875000,    0.0944,   0.06755,   0.08206,   0.22049,   0.01154,    7.1639,0.01000000
   16829,0.95312500,    0.1112,   0.04811,   0.07709,   0.24130,   0.00552,    6.8286,0.01000000
   16830,0.95312500,    0.1566,   0.06699,   0.08289,   0.22540,   0.01101,    7.9821,0.01000000
   16831,0.95312500,    0.1492,   0.04652,   0.08241,   0.23502,   0.00600,    7.2341,0.01000000
   16832,0.95312500,    0.1626,   0.05210,   0.08455,   0.22942,   0.00403,    7.1089,0.01000000
   16833,0.90625000,    0.1859,   0.02055,   0.08208,   0.24821,   0.00801,    6.6234,0.01000000
   16834,0.95312500,    0.1544,   0.05932,   0.06414,   0.22682,   0.01151,    8.1481,0.01000000
   16835,0.92187500,    0.1668,   0.02202,   0.08828,   0.23540,   0.00801,    7.6245,0.01000000
   16836,0.98437500,    0.0906,   0.03313,   0.06418,   0.22445,   0.01207,    7.3731,0.01000000
   16837,0.93750000,    0.2380,   0.07661,   0.05519,   0.28774,   0.01201,    7.5421,0.01000000
   16838,0.93750000,    0.1533,   0.05203,   0.08805,   0.21619,   0.00400,    7.5531,0.01000000
   16839,0.95312500,    0.2042,   0.03100,   0.08767,   0.23354,   0.01200,    7.8259,0.01000000
   16840,0.98437500,    0.0632,   0.03100,   0.08699,   0.23800,   0.01000,    7.0763,0.01000000
   16841,0.92187500,    0.1466,   0.03200,   0.08400,   0.22300,   0.01100,    6.7107,0.01000000
   16842,0.95312500,    0.1156,   0.02712,   0.05400,   0.25318,   0.01100,    6.9760,0.01000000
   16843,0.96875000,    0.1684,   0.03000,   0.05963,   0.24459,   0.01100,    7.3351,0.01000000
   16844,0.96875000,    0.1440,   0.03800,   0.06001,   0.27398,   0.01300,    7.1027,0.01000000
   16845,0.95312500,    0.1437,   0.03200,   0.04200,   0.26752,   0.01200,    7.5370,0.01000000
   16846,0.96875000,    0.0829,   0.03300,   0.06000,   0.27100,   0.01200,    6.9735,0.01000000
   16847,0.95312500,    0.0865,   0.07302,   0.05800,   0.28900,   0.01200,    6.6767,0.01000000
   16848,0.98437500,    0.0639,   0.02300,   0.08000,   0.23600,   0.00800,    6.9781,0.01000000
   16849,0.96875000,    0.1400,   0.06604,   0.07500,   0.22614,   0.01201,    6.8803,0.01000000
   16850,0.95312500,    0.0904,   0.05199,   0.07795,   0.24355,   0.00401,    6.6878,0.01000000
   16851,1.00000000,    0.0319,   0.05000,   0.07698,   0.22600,   0.01000,    6.3055,0.01000000
   16852,0.98437500,    0.0521,   0.05100,   0.07700,   0.23100,   0.01200,    6.4889,0.01000000
   16853,0.96875000,    0.1850,   0.05300,   0.07959,   0.24200,   0.00900,    7.0811,0.01000000
   16854,0.93750000,    0.1802,   0.05652,   0.08100,   0.22300,   0.01200,    6.8118,0.01000000
   16855,0.92187500,    0.2254,   0.06200,   0.07399,   0.22820,   0.01200,    6.9064,0.01000000
   16856,0.93750000,    0.2425,   0.05500,   0.07400,   0.22801,   0.01000,    6.8810,0.01000000
   16857,0.93750000,    0.1600,   0.05000,   0.07100,   0.23800,   0.00600,    7.0188,0.01000000
   16858,0.92187500,    0.1848,   0.05700,   0.07756,   0.23656,   0.00800,    7.2854,0.01000000
   16859,0.93750000,    0.1608,   0.05000,   0.08500,   0.23900,   0.00500,    7.6040,0.01000000
   16860,0.93750000,    0.2032,   0.04200,   0.07700,   0.22556,   0.00955,    6.9302,0.01000000
   16861,0.93750000,    0.1723,   0.05100,   0.07699,   0.23300,   0.01100,    6.8964,0.01000000
   16862,0.93750000,    0.1532,   0.05200,   0.07399,   0.23300,   0.01100,    7.3997,0.01000000
   16863,0.95312500,    0.1179,   0.04000,   0.07300,   0.23057,   0.01000,    6.9125,0.01000000
   16864,0.93750000,    0.1713,   0.05400,   0.07598,   0.22600,   0.01200,    7.7270,0.01000000
   16865,0.96875000,    0.1300,   0.04899,   0.07800,   0.24400,   0.00800,    7.3485,0.01000000
   16866,0.96875000,    0.0991,   0.02300,   0.08302,   0.24600,   0.00800,    6.3466,0.01000000
   16867,0.93750000,    0.1965,   0.05100,   0.08500,   0.24000,   0.01200,    7.6708,0.01000000
   16868,0.89062500,    0.2252,   0.03103,   0.08599,   0.22727,   0.01200,    7.6966,0.01000000
   16869,0.93750000,    0.1597,   0.02502,   0.07994,   0.23450,   0.00901,    7.7275,0.01000000
   16870,0.87500000,    0.2717,   0.02100,   0.08060,   0.23500,   0.00800,    7.2467,0.01000000
   16871,0.96875000,    0.0975,   0.05201,   0.06200,   0.23822,   0.01100,    7.3257,0.01000000
   16872,0.92187500,    0.1987,   0.05405,   0.07300,   0.22905,   0.01101,    7.6530,0.01000000
   16873,0.93750000,    0.2202,   0.06754,   0.08098,   0.22400,   0.01100,    7.5971,0.01000000
   16874,0.96875000,    0.1052,   0.03100,   0.08452,   0.22800,   0.01200,    7.6053,0.01000000
   16875,0.93750000,    0.1794,   0.02100,   0.08000,   0.24100,   0.00800,    7.6725,0.01000000
   16876,0.93750000,    0.1914,   0.02200,   0.07100,   0.23421,   0.00800,    7.6855,0.01000000
   16877,0.98437500,    0.0941,   0.02200,   0.08000,   0.22800,   0.00800,    7.6123,0.01000000
   16878,0.95312500,    0.1909,   0.04700,   0.06999,   0.24400,   0.00700,    7.4020,0.01000000
   16879,0.90625000,    0.2514,   0.03000,   0.08200,   0.22560,   0.01000,    7.7859,0.01000000
   16880,0.93750000,    0.1609,   0.03100,   0.08099,   0.23301,   0.01099,    7.4422,0.01000000
   16881,0.93750000,    0.2261,   0.05200,   0.08200,   0.22100,   0.00800,    7.7094,0.01000000
   16882,0.93750000,    0.1686,   0.04300,   0.08059,   0.22852,   0.00800,    7.5243,0.01000000
   16883,0.93750000,    0.1555,   0.04500,   0.08100,   0.23500,   0.00800,    7.6936,0.01000000
   16884,0.93750000,    0.2250,   0.05061,   0.07400,   0.22159,   0.01001,    7.6009,0.01000000
   16885,0.90625000,    0.2525,   0.05900,   0.07272,   0.21800,   0.01100,    7.3030,0.01000000
   16886,0.95312500,    0.1226,   0.05400,   0.07499,   0.23000,   0.01200,    8.0407,0.01000000
   16887,0.98437500,    0.1171,   0.04600,   0.07600,   0.24002,   0.00900,    7.2927,0.01000000
   16888,0.95312500,    0.1243,   0.04700,   0.07600,   0.23000,   0.00600,    7.4282,0.01000000
   16889,0.96875000,    0.1327,   0.05200,   0.07600,   0.23300,   0.00800,    7.2633,0.01000000
   16890,0.95312500,    0.1352,   0.03900,   0.08265,   0.23100,   0.01100,    7.6417,0.01000000
   16891,0.96875000,    0.0752,   0.05800,   0.07700,   0.22000,   0.00500,    7.0390,0.01000000
   16892,0.93750000,    0.2166,   0.06407,   0.08200,   0.21954,   0.01061,    7.2803,0.01000000
   16893,0.93750000,    0.1947,   0.06011,   0.08098,   0.21851,   0.01201,    6.9781,0.01000000
   16894,0.95312500,    0.1139,   0.05105,   0.07882,   0.23400,   0.01101,    7.5503,0.01000000
   16895,0.96875000,    0.1115,   0.05101,   0.08605,   0.22716,   0.01000,    7.4675,0.01000000
   16896,0.92187500,    0.1884,   0.06900,   0.08300,   0.22700,   0.01100,    7.4587,0.01000000
   16897,0.85937500,    0.3913,   0.05107,   0.07500,   0.24107,   0.00800,    7.3965,0.01000000
   16898,0.98437500,    0.0823,   0.05400,   0.08600,   0.22900,   0.01000,    7.7371,0.01000000
   16899,0.92187500,    0.2581,   0.05200,   0.08800,   0.23900,   0.01100,    7.9207,0.01000000
   16900,0.95312500,    0.1651,   0.04200,   0.08800,   0.23506,   0.00900,    7.6039,0.01000000
   16901,0.92187500,    0.2182,   0.05300,   0.08400,   0.22400,   0.01200,    7.4710,0.01000000
   16902,0.95312500,    0.1528,   0.04108,   0.08700,   0.23200,   0.01100,    7.5292,0.01000000
   16903,0.96875000,    0.1054,   0.02100,   0.08900,   0.24300,   0.00800,    7.1022,0.01000000
   16904,0.96875000,    0.1414,   0.02500,   0.07000,   0.23100,   0.00500,    7.4153,0.01000000
   16905,0.96875000,    0.0835,   0.01800,   0.08199,   0.24313,   0.00800,    7.0046,0.01000000
   16906,0.93750000,    0.2019,   0.02700,   0.07800,   0.24400,   0.01000,    7.2998,0.01000000
   16907,0.93750000,    0.1120,   0.05200,   0.07799,   0.22600,   0.01200,    7.1663,0.01000000
   16908,0.89062500,    0.2752,   0.04300,   0.08299,   0.22563,   0.00800,    7.4789,0.01000000
   16909,0.95312500,    0.1384,   0.05000,   0.08300,   0.24800,   0.01100,    7.3089,0.01000000
   16910,0.95312500,    0.0883,   0.05012,   0.07699,   0.23800,   0.01100,    7.3467,0.01000000
   16911,0.92187500,    0.1637,   0.05100,   0.07700,   0.21100,   0.01200,    7.3477,0.01000000
   16912,0.93750000,    0.2126,   0.04999,   0.08000,   0.24200,   0.00501,    7.5249,0.01000000
   16913,0.96875000,    0.1265,   0.01700,   0.08300,   0.23807,   0.00800,    7.5120,0.01000000
   16914,0.95312500,    0.1210,   0.02200,   0.08000,   0.24100,   0.00800,    7.6771,0.01000000
